X	Y	DBH	Mortclass
232.667	90.6779	22.2594	1	
266.397	298.802	22.255	2	
62.751	11.4712	22.2019	1	
93.918	267.382	22.1366	2	
283.579	291.201	22.1262	1	
167.408	236.898	22.125	1	
32.0165	202.189	22.1065	2	
61.5961	89.2054	22.0097	1	
146.989	127.607	21.7236	1	
66.2042	231.193	21.6597	1	
120.131	293.491	21.3628	1	
262.868	201.269	21.3295	1	
133.364	258.908	21.3253	1	
71.244	288.735	21.2327	1	
13.6814	213.527	21.1724	2	
291.223	267.117	21.1262	1	
104.747	245.488	21.0777	2	
8.1322	262.934	21.0657	1	
257.21	21.337	21.01	2	
76.8826	45.1981	20.9908	1	
13.9126	105.946	20.6903	1	
43.413	232.111	20.6885	2	
173.358	267.228	20.6015	1	
145.755	246.537	20.5966	1	
116.74	26.7111	20.519	2	
12.0389	105.762	20.4506	2	
65.1657	0.521409	20.4355	2	
174.154	259.055	20.3601	2	
186.134	35.946	20.2687	1	
252	73.4011	20.1428	2	
81.7804	69.2129	20.007	1	
188.047	39.8458	19.9608	2	
101.343	240.719	19.923	2	
32.9653	122.896	19.7673	1	
219.962	125.756	19.7468	1	
83.5844	139.52	19.7235	2	
78.5478	240.069	19.6685	2	
291.334	98.1628	19.333	2	
251.281	134.725	19.2874	1	
104.706	144.975	19.2134	1	
80.425	103.274	19.1495	1	
2.23614	219.009	19.0922	2	
216.615	127.298	19.0859	1	
140.26	184.932	18.9369	1	
49.3759	141.304	18.7489	1	
292.648	238.388	18.737	1	
124.156	173.5	18.6854	1	
257.963	197.682	18.5034	2	
92.2497	262.14	18.4349	1	
235.649	295.499	18.4107	2	
85.8059	262.684	18.3513	2	
142.646	249.735	18.1551	2	
73.0887	10.6125	18.1518	2	
115.006	172.721	18.1352	1	
179.008	47.8567	17.9407	1	
120.094	205.496	17.868	2	
110.809	243.33	17.8543	1	
296.603	229.149	17.5686	1	
215.072	126.964	17.4998	1	
27.4114	121.032	17.4687	2	
195.811	56.0637	17.4346	2	
109.211	187.032	17.3591	1	
112.431	195.023	17.3309	1	
43.4151	78.7662	17.1858	1	
37.1941	175.019	17.1849	1	
286.98	197.67	17.1192	1	
148.286	247.048	16.9934	2	
60.1578	237.787	16.9746	1	
180.306	168.288	16.6622	1	
61.931	114.349	16.6436	1	
42.0079	148.776	16.55	1	
49.3581	55.442	16.5087	1	
23.4497	225.472	16.2587	1	
71.6207	220.332	16.2378	1	
0.547419	161.369	16.2132	1	
44.8795	140.801	16.2077	1	
131.758	178.715	16.0557	1	
199.048	152.541	15.997	2	
215.852	204.837	15.9693	1	
143.661	251.196	15.8775	1	
64.3889	172.479	15.8745	1	
81.2865	233.24	15.7089	1	
1.94674	158.063	15.6074	1	
195.129	43.7048	15.5949	2	
164.663	133.43	15.5274	1	
163.745	245.68	15.5144	1	
298.652	176.817	15.4492	1	
169.47	58.5853	15.3958	1	
3.77278	297.607	15.2999	2	
147.692	124.427	15.2679	2	
124.493	73.3437	15.2101	1	
288.517	88.9738	15.1885	1	
106.005	251.01	15.1292	2	
188.042	160.975	15.1031	1	
146.507	190.483	14.9982	1	
183.694	37.4806	14.9689	1	
97.1804	108.023	14.9234	1	
282.624	7.96086	14.8314	1	
65.1337	0.80968	14.8217	1	
137.018	190.431	14.7997	1	
223.715	20.5412	14.729	1	
185.566	39.3987	14.7131	1	
212.789	7.66571	14.7018	1	
32.8443	286.121	14.6584	1	
10.8114	133.077	14.6412	2	
49.8073	169.046	14.634	2	
260.191	154.503	14.6204	2	
29.4796	292.296	14.5811	1	
18.6152	258.954	14.525	2	
289.969	94.8069	14.5174	1	
266.424	226.655	14.504	1	
178.301	72.091	14.485	1	
189.105	269.434	14.4698	1	
132.167	206.569	14.4414	2	
104.676	242.7	14.3228	1	
101.509	232.681	14.3165	1	
52.3381	274.394	14.2373	1	
35.8537	82.8911	14.1427	2	
63.3323	118.83	14.0371	2	
148.251	188.05	13.9974	1	
168.755	231.146	13.9325	1	
6.0914	44.0272	13.8481	1	
220.678	296.013	13.8075	2	
129.914	261.816	13.8071	2	
15.909	261.142	13.801	1	
284.203	3.92049	13.7972	1	
127.599	185.37	13.7811	1	
70.9167	298.142	13.7618	1	
81.7242	49.717	13.71	2	
82.5319	98.175	13.627	1	
121.402	181.11	13.6157	2	
79.9432	162.85	13.6154	1	
199.31	138.528	13.5843	2	
207.792	1.40194	13.5697	1	
89.6966	113.301	13.5549	1	
52.7897	121.328	13.4339	2	
163.663	237.606	13.3881	2	
56.4235	119.186	13.3381	2	
37.7018	226.627	13.2856	1	
21.1616	222.942	13.2136	1	
257.487	190.412	13.1474	1	
174.618	261.465	13.1059	2	
166.229	101.951	13.1012	1	
9.56538	208.419	13.0665	1	
206.983	12.9552	12.9885	1	
175.546	52.3676	12.9495	2	
32.3935	236.29	12.9461	1	
218.803	60.5139	12.9232	1	
138.591	263.201	12.9056	1	
62.2666	195.214	12.7527	2	
47.1563	157.837	12.7254	1	
156.52	68.913	12.7142	1	
208.69	69.8606	12.6603	1	
33.6557	59.4361	12.5973	1	
162.742	53.1113	12.5842	2	
263.059	184.126	12.5744	2	
146.085	153.101	12.5584	1	
176.561	267.627	12.5562	1	
31.1647	39.8027	12.4649	1	
192.807	44.6911	12.4604	2	
175.023	19.3186	12.4466	1	
41.7337	226.585	12.4226	1	
212.621	155.51	12.371	2	
188.616	151.718	12.3289	2	
87.4948	54.663	12.3051	1	
195.262	23.1893	12.2301	1	
258.765	295.595	12.2092	1	
272.99	56.5273	12.153	1	
45.409	136.089	12.1396	1	
216.105	213.747	12.1383	2	
34.4186	63.6954	12.1234	1	
239.762	19.6876	12.0796	1	
120.765	181.556	12.0021	2	
91.8324	44.2436	11.9591	1	
53.6675	24.9091	11.9038	2	
190.179	40.1194	11.8507	2	
31.5068	159.072	11.8321	1	
82.644	219.622	11.8132	2	
193.003	33.8515	11.7882	1	
85.7279	272.527	11.7477	1	
172.833	22.6591	11.6958	2	
111.06	191.611	11.6946	1	
288.651	102.317	11.6936	1	
244.158	1.68379	11.6695	1	
58.1919	128.149	11.6683	1	
111.241	184.651	11.6368	1	
237.935	53.9663	11.6249	1	
138.709	190.279	11.5962	1	
148.914	129.697	11.5673	1	
130.894	197.646	11.509	2	
298.509	294.969	11.5067	1	
15.7955	258.927	11.4822	1	
221.432	60.9601	11.391	1	
41.3856	272.573	11.3845	1	
83.312	287.854	11.3654	1	
16.8638	252.457	11.3171	1	
263.703	55.23	11.3103	2	
129.457	74.9472	11.2803	1	
106.125	198.969	11.2323	2	
129.8	173.005	11.2127	1	
223.832	297.958	11.1989	1	
59.591	113.572	11.172	1	
151.054	247.336	11.1297	1	
243.124	296.997	11.1285	1	
185.654	273.479	11.1015	1	
149.227	198.66	11.0965	2	
2.67071	119.65	11.0885	2	
188.596	40.76	11.0567	1	
206.582	63.1927	10.9565	2	
277.275	261.313	10.9476	1	
103.081	249.045	10.9401	1	
174.148	254.486	10.8722	1	
115.443	289.177	10.8595	1	
63.1503	172.49	10.77	2	
195.524	25.354	10.7593	1	
84.3891	105.005	10.6133	2	
25.7053	289.012	10.5941	1	
204.706	204.272	10.5821	1	
132.897	63.5188	10.5681	1	
218.077	277.67	10.4749	1	
144.262	27.682	10.4237	1	
121.152	177.973	10.4205	2	
243.783	142.242	10.3721	2	
296.238	27.2682	10.3433	2	
11.1517	37.0456	10.318	1	
251.443	147.108	10.2962	1	
258.498	171.554	10.1998	1	
232.679	252.628	10.196	1	
263.096	164.29	10.1904	2	
186.698	169.947	10.1683	1	
66.3869	167.902	10.1635	1	
176.116	262.477	10.1591	2	
79.3511	250.816	10.1587	1	
218.918	94.5758	10.0856	1	
140.528	172.589	10.0841	1	
126.898	204.127	10.0045	2	
